Entity,Code,Year,"Railways, passengers carried (million passenger-km)"
New Zealand,NZL,1997,396000000
New Zealand,NZL,1998,321000000
Nigeria,NGA,1997,479000000
Nigeria,NGA,2002,593000000
Nigeria,NGA,2003,973000000
Nigeria,NGA,2004,493825000
Nigeria,NGA,2005,173632000
North America,,1995,11730598758.6755
North America,,1996,11638304797.467001
North America,,1997,12093178851.524
North America,,1998,12479695663.5165
North America,,1999,12704337495.2125
North America,,2000,13762640724.46
North America,,2001,13375547651.874
North America,,2002,13002811255.7225
North America,,2003,13238535904.954
North America,,2004,13094781004.439999
North America,,2005,13435795814.741499
North America,,2006,14373216203.8515
North America,,2007,15905453356.4305
North America,,2008,16858703008.2165
North America,,2009,16159965818.757
North America,,2010,16637835959.575499
North America,,2011,16991755100.4165
North America,,2012,17750850327.555
North America,,2013,18706052470.5855
North America,,2014,18860053244.2665
North America,,2015,18696437840.6955
North America,,2016,18650078677.7845
North America,,2017,17391271303.329998
North America,,2018,16780353318.367498
North Macedonia,MKD,1995,65000000
North Macedonia,MKD,1996,120000000
North Macedonia,MKD,1997,141000000
North Macedonia,MKD,1998,150000000
North Macedonia,MKD,1999,150000000
North Macedonia,MKD,2000,176000000
North Macedonia,MKD,2001,133000000
North Macedonia,MKD,2002,98000000
North Macedonia,MKD,2003,92000000
North Macedonia,MKD,2004,94000000
North Macedonia,MKD,2005,94000000
North Macedonia,MKD,2006,105000000
North Macedonia,MKD,2007,109000000
North Macedonia,MKD,2008,148000000
North Macedonia,MKD,2009,154000000
North Macedonia,MKD,2010,155000000
North Macedonia,MKD,2011,145000000
North Macedonia,MKD,2012,99000000
North Macedonia,MKD,2013,80000000
North Macedonia,MKD,2014,80000000
North Macedonia,MKD,2015,178000000
North Macedonia,MKD,2016,83000000
North Macedonia,MKD,2017,59000000
North Macedonia,MKD,2018,64000000
Norway,NOR,1995,2681000000
Norway,NOR,1996,2803000000
Norway,NOR,1997,2941000000
Norway,NOR,1998,3071000000
Norway,NOR,1999,3416000000
Norway,NOR,2000,3353000000
Norway,NOR,2001,3272000000
Norway,NOR,2002,2989000000
Norway,NOR,2003,2896000000
Norway,NOR,2004,3092000000
Norway,NOR,2005,3203000000
Norway,NOR,2006,3300000000
Norway,NOR,2007,3445000000
Norway,NOR,2008,3631000000
Norway,NOR,2009,3601000000
Norway,NOR,2010,3683000000
Norway,NOR,2011,3644000000
Norway,NOR,2012,3783000000
Norway,NOR,2013,3943000000
Norway,NOR,2014,4148000000
Norway,NOR,2015,4318000000
Norway,NOR,2016,4527000000
OECD members,,1995,6757000000
OECD members,,1996,6788000000
OECD members,,1997,6980000000
OECD members,,1998,7018000000
OECD members,,1999,7155500000
OECD members,,2000,7527500000
OECD members,,2001,7667500000
OECD members,,2002,7428500000
OECD members,,2003,7383500000
OECD members,,2004,7442500000
OECD members,,2005,7568500000
OECD members,,2006,8109000000
OECD members,,2007,7826000000
OECD members,,2008,7548000000
OECD members,,2009,7288000000
OECD members,,2010,6591000000
OECD members,,2011,7122000000
OECD members,,2012,7142500000
OECD members,,2013,7601000000
OECD members,,2014,7738000000
OECD members,,2015,8298112591.999999
OECD members,,2016,7829000000
OECD members,,2017,9497566454
OECD members,,2018,8353780000.000001
Pakistan,PAK,1995,17555000000
Pakistan,PAK,1996,18905000000
Pakistan,PAK,1997,19114000000
Pakistan,PAK,1998,18774000000
Pakistan,PAK,1999,18980000000
Pakistan,PAK,2000,18495000000
Pakistan,PAK,2001,19589000000
Pakistan,PAK,2002,20782000000
Pakistan,PAK,2003,22306000000
Pakistan,PAK,2004,23045000000
Pakistan,PAK,2005,24238000000
Pakistan,PAK,2006,25621000000
Pakistan,PAK,2007,26446000000
Pakistan,PAK,2008,24731000000
Pakistan,PAK,2011,20619000000
Pakistan,PAK,2014,19779000000
Pakistan,PAK,2015,20288000000
Pakistan,PAK,2016,21201000000
Pakistan,PAK,2017,22476000000
Pakistan,PAK,2018,24903000000
Peru,PER,1996,172480000
Peru,PER,1997,159190000
Peru,PER,1998,127000000
Philippines,PHL,1995,220000000
Philippines,PHL,1996,123500000
Philippines,PHL,1997,214600000
Philippines,PHL,1998,247000000
Philippines,PHL,1999,215000000
Philippines,PHL,2000,123000000
Philippines,PHL,2001,107000000
Philippines,PHL,2002,93000000
Philippines,PHL,2003,83000000
Philippines,PHL,2004,83000000
Philippines,PHL,2015,342000000
Philippines,PHL,2016,384000000
Poland,POL,1995,26635000000
Poland,POL,1996,26569000000
Poland,POL,1997,25806000000
Poland,POL,1998,25664000000
Poland,POL,1999,26198000000
Poland,POL,2000,24092000000
Poland,POL,2001,22469000000
Poland,POL,2002,20749000000
Poland,POL,2003,19638000000
Poland,POL,2004,18690000000
Poland,POL,2005,18157000000
Poland,POL,2006,18552000000
Poland,POL,2007,19859000000
Poland,POL,2008,20195000000
Poland,POL,2009,18637000000
Poland,POL,2010,17921000000
Poland,POL,2011,18177000000
Poland,POL,2012,17826000000
Poland,POL,2013,16797000000
Poland,POL,2014,16015000000
Poland,POL,2015,17367000000
Poland,POL,2016,19175000000
Poland,POL,2017,20319000000
Poland,POL,2018,21043000000
Portugal,PRT,1995,4869000000
Portugal,PRT,1996,4503000000
Portugal,PRT,1997,4563000000
Portugal,PRT,1998,4602000000
Portugal,PRT,1999,4380000000
Portugal,PRT,2000,3834000000
Portugal,PRT,2001,3899000000
Portugal,PRT,2002,3926000000
Portugal,PRT,2003,3585000000
Portugal,PRT,2004,3633000000
Portugal,PRT,2005,3753000000
Portugal,PRT,2006,3876000000
Portugal,PRT,2007,3987000000
Portugal,PRT,2008,4213000000
Portugal,PRT,2009,4152000000
Portugal,PRT,2010,4111000000
Portugal,PRT,2011,4143000000
Portugal,PRT,2012,3803000000
Portugal,PRT,2013,3649000000
Portugal,PRT,2014,3852000000
Portugal,PRT,2015,3957000000
Portugal,PRT,2016,4146000000
Portugal,PRT,2017,4391000000
Portugal,PRT,2018,4487000000
Post-demographic dividend,,1995,8023000000
Post-demographic dividend,,1996,8111000000
Post-demographic dividend,,1997,7721000000
Post-demographic dividend,,1998,7210000000
Post-demographic dividend,,1999,7848000000
Post-demographic dividend,,2000,8224500000
Post-demographic dividend,,2001,8732000000
Post-demographic dividend,,2002,8587000000
Post-demographic dividend,,2003,8549500000
Post-demographic dividend,,2004,8667000000
Post-demographic dividend,,2005,9043000000
Post-demographic dividend,,2006,9595500000
Post-demographic dividend,,2007,9473000000
Post-demographic dividend,,2008,10406000000
Post-demographic dividend,,2009,10427000000
Post-demographic dividend,,2010,10403000000
Post-demographic dividend,,2011,10875000000
Post-demographic dividend,,2012,10150000000
Post-demographic dividend,,2013,10595000000
Post-demographic dividend,,2014,10974000000
Post-demographic dividend,,2015,10333000000
Post-demographic dividend,,2016,10025000000
Post-demographic dividend,,2017,12656700000
Post-demographic dividend,,2018,13204700000
Romania,ROU,1995,18879000000
Romania,ROU,1996,18356000000
Romania,ROU,1997,15795000000
Romania,ROU,1998,13422000000
Romania,ROU,1999,12304000000
Romania,ROU,2000,11632000000
Romania,ROU,2001,10966000000
Romania,ROU,2002,8502000000
Romania,ROU,2003,8529000000
Romania,ROU,2004,8638000000
Romania,ROU,2005,7985000000
Romania,ROU,2006,8092000000
Romania,ROU,2007,7476000000
Romania,ROU,2008,6958000000
Romania,ROU,2009,6128000000
Romania,ROU,2010,5438000000
Romania,ROU,2011,5073000000
Romania,ROU,2012,4571000000
Romania,ROU,2013,4411000000
Romania,ROU,2014,4976000000
Romania,ROU,2015,5149000000
Romania,ROU,2016,4988000000
Romania,ROU,2017,5663000000
Romania,ROU,2018,5577000000
Russia,RUS,1995,192217000000
Russia,RUS,1996,181213000000
Russia,RUS,1997,170318000000
Russia,RUS,1998,152932000000
Russia,RUS,1999,141042000000
Russia,RUS,2000,167054000000
Russia,RUS,2001,157901000000
Russia,RUS,2002,152871000000
Russia,RUS,2003,157573000000
Russia,RUS,2004,164272000000
Russia,RUS,2005,172217000000
Russia,RUS,2006,177838000000
Russia,RUS,2007,174085000000
Russia,RUS,2008,175872000000
Russia,RUS,2009,151467000000
Russia,RUS,2010,138885000000
Russia,RUS,2011,139742000000
Russia,RUS,2012,144612000000
Russia,RUS,2013,138517000000
Russia,RUS,2014,130027000000
Russia,RUS,2015,120644000000
Russia,RUS,2016,124620000000
Russia,RUS,2017,123096000000
Russia,RUS,2018,129542000000
Saudi Arabia,SAU,1995,164000000
Saudi Arabia,SAU,1996,181000000
Saudi Arabia,SAU,1997,213000000
Saudi Arabia,SAU,1998,219000000
Saudi Arabia,SAU,1999,267000000
Saudi Arabia,SAU,2000,288000000
Saudi Arabia,SAU,2001,257000000
Saudi Arabia,SAU,2002,239000000
Saudi Arabia,SAU,2003,293000000
Saudi Arabia,SAU,2004,364000000
Saudi Arabia,SAU,2005,399000000
Saudi Arabia,SAU,2006,369000000
Saudi Arabia,SAU,2007,344000000
Saudi Arabia,SAU,2008,337000000
Saudi Arabia,SAU,2010,297072000
Saudi Arabia,SAU,2017,49670000
Saudi Arabia,SAU,2018,134650000
Senegal,SEN,1995,174000000
Senegal,SEN,1996,103000000
Senegal,SEN,1997,78000000
Senegal,SEN,1998,63000000
Senegal,SEN,1999,71000000
Senegal,SEN,2000,138000000
Senegal,SEN,2001,136000000
Senegal,SEN,2002,136000000
Senegal,SEN,2003,137000000
Senegal,SEN,2004,138000000
Senegal,SEN,2005,134000000
Senegal,SEN,2006,129000000
Serbia,SRB,1995,2326000000
Serbia,SRB,1996,1415000000
Serbia,SRB,1997,1304000000
Serbia,SRB,1998,1368000000
Serbia,SRB,1999,789000000
Serbia,SRB,2000,1236000000
Serbia,SRB,2001,1047000000
Serbia,SRB,2002,954000000
Serbia,SRB,2003,809000000
Serbia,SRB,2004,821000000
Serbia,SRB,2005,713000000
Serbia,SRB,2006,684000000
Serbia,SRB,2007,687000000
Serbia,SRB,2008,583000000
Serbia,SRB,2009,522000000
Serbia,SRB,2010,522000000
Serbia,SRB,2011,541000000
Serbia,SRB,2012,540000000
Serbia,SRB,2013,612000000
Serbia,SRB,2014,453000000
Serbia,SRB,2015,509000000
Serbia,SRB,2016,438000000
Serbia,SRB,2017,377000000
Slovakia,SVK,1995,4202000000
Slovakia,SVK,1996,3769000000
Slovakia,SVK,1997,3057000000
Slovakia,SVK,1998,3092000000
Slovakia,SVK,1999,2968000000
Slovakia,SVK,2000,2870000000
Slovakia,SVK,2001,2805000000
Slovakia,SVK,2002,2682000000
Slovakia,SVK,2003,2316000000
Slovakia,SVK,2004,2228000000
Slovakia,SVK,2005,2182000000
Slovakia,SVK,2006,2213000000
Slovakia,SVK,2007,2165000000
Slovakia,SVK,2008,2296000000
Slovakia,SVK,2009,2264000000
Slovakia,SVK,2010,2309000000
Slovakia,SVK,2011,2431000000
Slovakia,SVK,2012,2459000000
Slovakia,SVK,2013,2485000000
Slovakia,SVK,2014,2583000000
Slovakia,SVK,2015,3411000000
Slovakia,SVK,2016,3595000000
Slovakia,SVK,2017,3873000000
Slovakia,SVK,2018,3915000000
Slovenia,SVN,1995,595000000
Slovenia,SVN,1996,613000000
Slovenia,SVN,1997,616000000
Slovenia,SVN,1998,645000000
Slovenia,SVN,1999,623000000
Slovenia,SVN,2000,705000000
Slovenia,SVN,2001,715000000
Slovenia,SVN,2002,749000000
Slovenia,SVN,2003,777000000
Slovenia,SVN,2004,764000000
Slovenia,SVN,2005,777000000
Slovenia,SVN,2006,793000000
Slovenia,SVN,2007,812000000
Slovenia,SVN,2008,834000000
Slovenia,SVN,2009,840000000
Slovenia,SVN,2010,813000000
Slovenia,SVN,2011,773000000
Slovenia,SVN,2012,742000000
Slovenia,SVN,2013,760000000
Slovenia,SVN,2014,697000000
Slovenia,SVN,2015,709000000
Slovenia,SVN,2016,680000000
Slovenia,SVN,2017,650000000
South Africa,ZAF,1995,10243000000
South Africa,ZAF,1996,10978000000
South Africa,ZAF,1997,12551000000
South Africa,ZAF,1998,12728000000
South Africa,ZAF,1999,11564000000
South Africa,ZAF,2000,11890000000
South Africa,ZAF,2001,13023000000
South Africa,ZAF,2002,1126000000
South Africa,ZAF,2003,996000000
South Africa,ZAF,2004,1001000000
South Africa,ZAF,2005,991000000
South Africa,ZAF,2007,13864979578
South Asia,,1995,10796000000
South Asia,,1996,11329500000
South Asia,,1997,11433800000
South Asia,,1998,11314750000
South Asia,,1999,11329150000
South Asia,,2000,11217850000
South Asia,,2001,11899100000
South Asia,,2002,12430500000
South Asia,,2003,13282000000
South Asia,,2004,13863500000
South Asia,,2005,14297800000
South Asia,,2007,15606500000
South Asia,,2008,24731000000
South Asia,,2011,14335500000
South Asia,,2012,8787000000
South Asia,,2013,8253000000
South Asia,,2014,19779000000
South Asia,,2015,14499500000
South Asia,,2016,21201000000
South Asia (IDA & IBRD),,1995,10796000000
South Asia (IDA & IBRD),,1996,11329500000
South Asia (IDA & IBRD),,1997,11433800000
South Asia (IDA & IBRD),,1998,11314750000
South Asia (IDA & IBRD),,1999,11329150000
South Asia (IDA & IBRD),,2000,11217850000
South Asia (IDA & IBRD),,2001,11899100000
South Asia (IDA & IBRD),,2002,12430500000
South Asia (IDA & IBRD),,2003,13282000000
South Asia (IDA & IBRD),,2004,13863500000
South Asia (IDA & IBRD),,2005,14297800000
South Asia (IDA & IBRD),,2007,15606500000
South Asia (IDA & IBRD),,2008,24731000000
South Asia (IDA & IBRD),,2011,14335500000
South Asia (IDA & IBRD),,2012,8787000000
South Asia (IDA & IBRD),,2013,8253000000
South Asia (IDA & IBRD),,2014,19779000000
South Asia (IDA & IBRD),,2015,14499500000
South Asia (IDA & IBRD),,2016,21201000000
South Korea,KOR,1995,43340000000
South Korea,KOR,1996,42439000000
South Korea,KOR,1997,41764000000
South Korea,KOR,1998,44121000000
South Korea,KOR,1999,46851000000
South Korea,KOR,2000,49558000000
South Korea,KOR,2001,59151000000
South Korea,KOR,2002,51929000000
South Korea,KOR,2003,50983000000
South Korea,KOR,2004,52749000000
South Korea,KOR,2005,54641000000
South Korea,KOR,2006,55526000000
South Korea,KOR,2007,55730000000
South Korea,KOR,2008,56766000000
South Korea,KOR,2009,55489000000
South Korea,KOR,2010,58381000000
South Korea,KOR,2011,63044000000
South Korea,KOR,2012,70079000000
South Korea,KOR,2013,66353000000
South Korea,KOR,2014,67860000000
South Korea,KOR,2015,68371000000
South Korea,KOR,2016,86871000000
South Korea,KOR,2017,89964000000
Spain,ESP,1995,16594000000
Spain,ESP,1996,16800000000
Spain,ESP,1997,17878000000
Spain,ESP,1998,18869000000
Spain,ESP,1999,19655000000
Spain,ESP,2000,20144000000
Spain,ESP,2001,20828000000
Spain,ESP,2002,21211000000
Spain,ESP,2003,21127000000
Spain,ESP,2004,20386000000
Spain,ESP,2005,21624000000
Spain,ESP,2006,22105000000
Spain,ESP,2007,21857000000
Spain,ESP,2008,23969000000
Spain,ESP,2009,23137000000
Spain,ESP,2010,22456000000
Spain,ESP,2011,22795000000
Spain,ESP,2012,22476000000
Spain,ESP,2013,23788000000
Spain,ESP,2014,25072000000
Spain,ESP,2015,26142000000
Spain,ESP,2016,26670000000
Spain,ESP,2017,27487000000
Spain,ESP,2018,28434000000
Sri Lanka,LKA,1995,3321000000
Sri Lanka,LKA,1996,3103000000
Sri Lanka,LKA,1997,3147000000
Sri Lanka,LKA,1998,3241000000
Sri Lanka,LKA,1999,3104000000
Sri Lanka,LKA,2000,3208000000
Sri Lanka,LKA,2001,3979000000
Sri Lanka,LKA,2002,4079000000
Sri Lanka,LKA,2003,4258000000
Sri Lanka,LKA,2004,4682000000
Sri Lanka,LKA,2005,4357600000
Sri Lanka,LKA,2007,4767000000
Sri Lanka,LKA,2011,4574190000
Sri Lanka,LKA,2012,5039450000
Sri Lanka,LKA,2013,6257380000
Sri Lanka,LKA,2015,7407390000
Sudan,SDN,1995,0
Sudan,SDN,1996,185000000
Sudan,SDN,1997,142000000
Sudan,SDN,1998,124000000
Sudan,SDN,1999,129000000
Sudan,SDN,2000,205000000
Sudan,SDN,2001,90000000
Sudan,SDN,2002,73000000
Sudan,SDN,2003,52000000
Sudan,SDN,2004,32000000
Sudan,SDN,2005,40000000
Sudan,SDN,2006,34000000
Sudan,SDN,2010,25000000
Sudan,SDN,2011,13000000
Sudan,SDN,2013,7200000
Sudan,SDN,2014,81500000
Sweden,SWE,1995,6833000000
Sweden,SWE,1996,6953000000
Sweden,SWE,1997,7022000000
Sweden,SWE,1998,7210000000
Sweden,SWE,1999,7701000000
Sweden,SWE,2000,8243000000
Sweden,SWE,2001,8732000000
Sweden,SWE,2002,8874000000
Sweden,SWE,2003,8834000000
Sweden,SWE,2004,8658000000
Sweden,SWE,2005,8936000000
Sweden,SWE,2006,9617000000
Sweden,SWE,2007,10261000000
Sweden,SWE,2008,11146000000
Sweden,SWE,2009,11321000000
Sweden,SWE,2010,11155000000
Sweden,SWE,2011,11378000000
Sweden,SWE,2012,11792000000
Sweden,SWE,2013,11842000000
Sweden,SWE,2014,12121000000
Sweden,SWE,2015,12650000000
Sweden,SWE,2016,12800000000
Sweden,SWE,2017,13331000000
Sweden,SWE,2018,13778000000
Switzerland,CHE,1995,11713000000
Switzerland,CHE,1996,11890000000
Switzerland,CHE,1997,12051000000
Switzerland,CHE,1998,12148000000
Switzerland,CHE,1999,12501000000
Switzerland,CHE,2000,12620000000
Switzerland,CHE,2001,13301000000
Switzerland,CHE,2002,14147000000
Switzerland,CHE,2003,14509000000
Switzerland,CHE,2004,14914000000
Switzerland,CHE,2005,16144000000
Switzerland,CHE,2006,16578000000
Switzerland,CHE,2007,17434000000
Switzerland,CHE,2008,17776000000
Switzerland,CHE,2009,18571000000
Switzerland,CHE,2010,19177000000
Switzerland,CHE,2011,19471000000
Switzerland,CHE,2012,19262000000
Switzerland,CHE,2013,19447000000
Switzerland,CHE,2014,20010000000
Switzerland,CHE,2015,20389000000
Switzerland,CHE,2016,20812000000
Switzerland,CHE,2017,20864500000
Syria,SYR,1995,492000000
Syria,SYR,1996,452000000
Syria,SYR,1997,292000000
Syria,SYR,1998,182000000
Syria,SYR,1999,187000000
Syria,SYR,2000,196000000
Syria,SYR,2001,304000000
Syria,SYR,2002,364600000
Syria,SYR,2003,527700000.00000006
Syria,SYR,2004,527230000
Syria,SYR,2005,571230000
Syria,SYR,2006,658000000
Syria,SYR,2007,744177000
Syria,SYR,2008,1120021000
Syria,SYR,2010,1857435000
Syria,SYR,2013,1223000000
Tajikistan,TJK,1995,122000000
Tajikistan,TJK,1996,92000000
Tajikistan,TJK,1997,150000000
Tajikistan,TJK,1998,142000000
Tajikistan,TJK,1999,82000000
Tajikistan,TJK,2000,73000000
Tajikistan,TJK,2001,33000000
Tajikistan,TJK,2002,41600000
Tajikistan,TJK,2003,50000000
Tajikistan,TJK,2004,50000000
Tajikistan,TJK,2006,52380000
Tajikistan,TJK,2007,53000000
Tajikistan,TJK,2009,45000000
Tajikistan,TJK,2010,32799999.999999996
Tajikistan,TJK,2011,31500000
Tajikistan,TJK,2012,24000000
Tajikistan,TJK,2014,18000000
Tajikistan,TJK,2015,16000000
Tajikistan,TJK,2016,18400000
Tajikistan,TJK,2017,28000000
Tajikistan,TJK,2018,33000000
Tanzania,TZA,1995,1383000000
Tanzania,TZA,1996,1086000000
Tanzania,TZA,1997,883000000
Tanzania,TZA,1998,244000000
Tanzania,TZA,1999,853000000
Tanzania,TZA,2000,428000000
Tanzania,TZA,2001,911000000
Tanzania,TZA,2002,445000000
Tanzania,TZA,2003,444000000
Tanzania,TZA,2004,433000000
Tanzania,TZA,2005,433000000
Tanzania,TZA,2006,475000000
Thailand,THA,1995,12975000000
Thailand,THA,1996,12205000000
Thailand,THA,1997,11804000000
Thailand,THA,1998,10947000000
Thailand,THA,1999,9894000000
Thailand,THA,2000,9935000000
Thailand,THA,2001,10321000000
Thailand,THA,2002,10378000000
Thailand,THA,2003,10251000000
Thailand,THA,2004,9195000000
Thailand,THA,2005,9195000000
Thailand,THA,2007,8037000000
Thailand,THA,2010,8187000000
Thailand,THA,2011,8032000000
Thailand,THA,2015,6181000000
Thailand,THA,2017,6020000000
Tunisia,TUN,1995,996000000
Tunisia,TUN,1996,988000000
Tunisia,TUN,1997,1096000000
Tunisia,TUN,1998,1136000000
Tunisia,TUN,1999,1192000000
Tunisia,TUN,2000,1257000000
Tunisia,TUN,2001,1281000000
Tunisia,TUN,2002,1264000000
Tunisia,TUN,2003,1242000000
Tunisia,TUN,2004,1294000000
Tunisia,TUN,2005,1317000000
Tunisia,TUN,2006,1407000000
Tunisia,TUN,2007,1487000000
Tunisia,TUN,2008,1493000000
Tunisia,TUN,2010,1534000000
Tunisia,TUN,2011,1113600000
Tunisia,TUN,2014,1298000000
Tunisia,TUN,2015,1246000000
Tunisia,TUN,2016,1235000000
Tunisia,TUN,2017,1164000000
Tunisia,TUN,2018,1109000000
Turkey,TUR,1995,5797000000
Turkey,TUR,1996,5229000000
Turkey,TUR,1997,5840000000
Turkey,TUR,1998,6160000000
Turkey,TUR,1999,6146000000
Turkey,TUR,2000,5832000000
Turkey,TUR,2001,5568000000
Turkey,TUR,2002,5204000000
Turkey,TUR,2003,5878000000
Turkey,TUR,2004,5163000000
Turkey,TUR,2005,5036000000
Turkey,TUR,2006,5277000000
Turkey,TUR,2007,5553000000
Turkey,TUR,2008,5097000000
Turkey,TUR,2009,5374000000
Turkey,TUR,2010,5584000000
Turkey,TUR,2011,7122000000
Turkey,TUR,2012,6361000000
Turkey,TUR,2013,6225000000
Turkey,TUR,2014,7401000000
Turkey,TUR,2015,8326000000
Turkey,TUR,2016,7829000000
Turkey,TUR,2017,8465000000
Turkey,TUR,2018,8938000000
Turkmenistan,TKM,1995,1876000000
Turkmenistan,TKM,1996,2104000000
Turkmenistan,TKM,1997,958000000
Turkmenistan,TKM,1998,571000000
Turkmenistan,TKM,1999,701000000
Turkmenistan,TKM,2000,943000000
Turkmenistan,TKM,2001,1118000000
Turkmenistan,TKM,2002,1118000000
Turkmenistan,TKM,2004,1286000000
Turkmenistan,TKM,2006,1435000000
Turkmenistan,TKM,2007,1570000000
Turkmenistan,TKM,2008,1685000000
Turkmenistan,TKM,2009,1725000000
Turkmenistan,TKM,2010,1811000000
Turkmenistan,TKM,2011,1811000000
Turkmenistan,TKM,2012,1811000000
Turkmenistan,TKM,2014,1811000000
Turkmenistan,TKM,2015,2326000000
Turkmenistan,TKM,2016,2336000000
Turkmenistan,TKM,2017,2340000000
Ukraine,UKR,1995,63752000000
Ukraine,UKR,1996,59080000000
Ukraine,UKR,1997,54433000000
Ukraine,UKR,1998,49938000000
Ukraine,UKR,1999,47600000000
Ukraine,UKR,2000,51767000000
Ukraine,UKR,2001,49661000000
Ukraine,UKR,2002,50544000000
Ukraine,UKR,2003,52558000000
Ukraine,UKR,2004,51726000000
Ukraine,UKR,2005,52655000000
Ukraine,UKR,2006,53230000000
Ukraine,UKR,2007,53089000000
Ukraine,UKR,2008,53056000000
Ukraine,UKR,2009,48327000000
Ukraine,UKR,2010,50248000000
Ukraine,UKR,2011,50593000000
Ukraine,UKR,2012,49329000000
Ukraine,UKR,2013,48981000000
Ukraine,UKR,2014,35865000000
Ukraine,UKR,2015,35367000000
Ukraine,UKR,2016,36839000000
Ukraine,UKR,2017,28075000000
Ukraine,UKR,2018,28685000000
United Kingdom,GBR,1995,37200000000
United Kingdom,GBR,1996,39200000000
United Kingdom,GBR,1997,42200000000
United Kingdom,GBR,1998,44100000000
United Kingdom,GBR,1999,46800000000
United Kingdom,GBR,2000,46506213654
United Kingdom,GBR,2001,47471882913
United Kingdom,GBR,2002,47992683913
United Kingdom,GBR,2003,49224354760
United Kingdom,GBR,2004,50373778283.639
United Kingdom,GBR,2005,51363238861.198
United Kingdom,GBR,2006,54338616342.653
United Kingdom,GBR,2007,57876835498.737
United Kingdom,GBR,2008,60522257647.799
United Kingdom,GBR,2009,60166955404.915
United Kingdom,GBR,2010,63505009755.806
United Kingdom,GBR,2011,66801444358.355
United Kingdom,GBR,2012,69686077677.92601
United Kingdom,GBR,2013,71091617132.869
United Kingdom,GBR,2014,74261865978.851
United Kingdom,GBR,2015,76787835241.515
United Kingdom,GBR,2016,78695912497.83
United Kingdom,GBR,2017,80260893253.627
United Kingdom,GBR,2018,80526378370.105
United States,USA,1995,22079197517.351
United States,USA,1996,21865609594.934002
United States,USA,1997,22746357703.048
United States,USA,1998,23490391327.033
United States,USA,1999,23910674990.425
United States,USA,2000,25977281448.92
United States,USA,2001,25198095303.748
United States,USA,2002,24409622511.445
United States,USA,2003,25044071809.908
United States,USA,2004,24776562008.879997
United States,USA,2005,25393591629.482998
United States,USA,2006,27296432407.703
United States,USA,2007,30357906712.861
United States,USA,2008,32143406016.433
United States,USA,2009,30906931637.514
United States,USA,2010,31871671919.150997
United States,USA,2011,32579510200.833
United States,USA,2012,34125700655.109997
United States,USA,2013,36047104941.171
United States,USA,2014,36393106488.533
United States,USA,2015,36043875681.391
United States,USA,2016,35892157355.569
United States,USA,2017,33255542606.659996
United States,USA,2018,31962706636.735
Upper middle income,,1995,2188200000
Upper middle income,,1996,1607000000
Upper middle income,,1997,1304000000
Upper middle income,,1998,1094500000
Upper middle income,,1999,745000000
Upper middle income,,2000,1081500000
Upper middle income,,2001,1047000000
Upper middle income,,2002,954000000
Upper middle income,,2003,809000000
Upper middle income,,2004,821000000
Upper middle income,,2005,878000000
Upper middle income,,2006,964000000
Upper middle income,,2007,1570000000
Upper middle income,,2008,861500000
Upper middle income,,2010,917000000
Upper middle income,,2011,1811000000
Upper middle income,,2014,1702000000
Upper middle income,,2015,1758165083
Upper middle income,,2016,1481000000
Upper middle income,,2017,1945000000
Uruguay,URY,1999,10000000
Uruguay,URY,2000,9000000
Uruguay,URY,2001,9000000
Uruguay,URY,2002,8000000
Uruguay,URY,2003,11000000
Uruguay,URY,2004,11000000
Uruguay,URY,2005,12000000
Uruguay,URY,2006,17000000
Uruguay,URY,2007,15000000
Uruguay,URY,2014,8000000
Uruguay,URY,2015,8000000
Uzbekistan,UZB,1995,2498000000
Uzbekistan,UZB,1996,2029000000
Uzbekistan,UZB,1997,2186000000
Uzbekistan,UZB,1998,2189000000
Uzbekistan,UZB,1999,1898000000
Uzbekistan,UZB,2000,2163000000
Uzbekistan,UZB,2001,2163000000
Uzbekistan,UZB,2004,2012000000
Uzbekistan,UZB,2005,2012000000
Uzbekistan,UZB,2006,2339300000
Uzbekistan,UZB,2007,2264000000
Uzbekistan,UZB,2008,2477000000
Uzbekistan,UZB,2009,2632000000
Uzbekistan,UZB,2010,2905000000
Uzbekistan,UZB,2011,3025000000
Uzbekistan,UZB,2012,3437800000
Uzbekistan,UZB,2014,3760000000
Uzbekistan,UZB,2015,3758000000
Uzbekistan,UZB,2016,3934000000
Uzbekistan,UZB,2017,4294000000
Uzbekistan,UZB,2018,4329000000
Venezuela,VEN,1995,12000000
Vietnam,VNM,1995,2133000000
Vietnam,VNM,1996,2476000000
Vietnam,VNM,1997,2437000000
Vietnam,VNM,1998,2542000000
Vietnam,VNM,1999,2721000000
Vietnam,VNM,2000,3200000000
Vietnam,VNM,2001,3697000000
Vietnam,VNM,2002,3426000000
Vietnam,VNM,2003,4041000000
Vietnam,VNM,2004,4376000000
Vietnam,VNM,2005,4558000000
Vietnam,VNM,2006,4334900000
Vietnam,VNM,2007,4659000000
Vietnam,VNM,2008,4492000000
Vietnam,VNM,2009,4138000000
Vietnam,VNM,2010,4378000000
Vietnam,VNM,2011,4571000000
Vietnam,VNM,2012,4558000000
Vietnam,VNM,2013,4548000000
Vietnam,VNM,2014,4252580000
Vietnam,VNM,2015,4233880000
Vietnam,VNM,2016,3416000000
Vietnam,VNM,2017,3657000000
Vietnam,VNM,2018,3542000000
World,OWID_WRL,1995,2016000000
